Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,comment,sentiment
1702,1702,1702,batam akan mencoblos nadi,netral
1703,1703,1703,tempo maju terus,netral
1704,1704,1704,gak ada suaranya apakah di hacked,netral
1705,1705,1705,pks sudah gak punya pemilih di jkt biar kadernya sendiri yang pilih rk,netral
1706,1706,1706,ibu suri yg jadi rusaknya tatanan negararakus,netral
1707,1707,1707,jokowi kurang kerjaan,netral
1708,1708,1708, indonesia perlu revolusi mental ujar harry darsono phd now or never prabowo jilid 2 orba2024 2029  kan terjarah us 5 billion  75 tdiskusi ini lebih banyak aspek pidana nya  kering  tak ada duitnyanamun kalau moderator nya piawai kan beda hasilnyasy lebih suka kupas yang  basah berduit apalagi nilai nya us billion kejahatan bernilai dibawah rp 1 juta dianggap hal kecil  lumrah sepele tak berdampak merugikandilakukan tiap hari tiap jam tinggal dikalkulasi besaran jumlahnyamaling ayam bisa putus nyawa dikeroyok warga sekampungmaling negara korupsi trilyun bahkan ratusan trilyun bisa dianggap pahlawan karena bangunkan embung waduk penampung air orang di desaorba cendana 32 tahun sentralisasi korupsi us35 billion  600 t terjarahcikeas 10 tahun desentralisasi us 10 billion  150 t terkurasjokowi solo ngono yo jo ngono budaya pembiaran 10 tahun  2014  2024  menkominfo 80 t dki kelebihan bayar 400 t ludes proyek bongkar pasang bansos depsos 400 t pemilu 726 t  alutsista 1600 t  terus berlanjut hingga hari detik ini  miris ironiskemandirian desa mutlak keniscayaan83931 desa16377 pulaupengentasan kemiskinan tugas negara dalam uud 45ayo bergerak bersatu paduri 79 tahun merdekanopember 10  2024,negatif
1709,1709,1709,jawabarat pilih siapa ya enaknya,netral
1710,1710,1710,tumbangkan jokodok,netral
1711,1711,1711,blora andika perkasa hendi pilihan warga jateng yg tepat dan terbaik,netral
1712,1712,1712,bila kerusakan tidak bisa di hentikan atau di perbaiki pertanda suatu negara akan bubar seperti yugoslavia dan berdiri terbentuk beberapa negara baru,netral
1713,1713,1713,ada satu purn jend yg punya akun tiktok pendukung andika hanya dia yg muncul yg lain bagaikan ghost ,netral
1714,1714,1714,semoga tempo bisa cerdas  susun strategi selama ini cuma lumayan secara cangkem,netral
1715,1715,1715,jurnalis tempo memang juuoosss,netral
1716,1716,1716,siapapun gg berhadapan dg mulyono gw pasti ada di barisannya,netral
1717,1717,1717,jangan pilih bonekanya mulyono siappp,netral
1718,1718,1718,rk ditipu gerindrasemoga bisa dibuktikan dengan kemenangan doel ayo doel,netral
1719,1719,1719,2029 anis pram hmm menarik,netral
1720,1720,1720,jokowi ga nyadar dgn kerusakam yg dibuat selama 10 thn kekuasaannya rakyat sdh muak ga tau malu dalam wktu dekat jokowi akan menjadi gelandangangembel politik pram rano is the best,positif
1721,1721,1721,tempo dari dulu bnci jokowi,netral
1722,1722,1722,prabowo adalah jokowi,netral
1723,1723,1723,terbukti sang mantan msh saja cawe2 dan mengacak2 hukum sepertinya hukum hanya di buat mainan saja ,netral
1724,1724,1724,karna media jujurgw subscribe,netral
1725,1725,1725,tetap berdiri tegap mendukung rk,netral
1726,1726,1726,obama ikut kampanye boleh engga papa kan kok jokowi engga boleh,netral
1727,1727,1727,kirainmah bener setelah lengser mau jadi sekjen pbb eh ternyata oh ternyata hanya jadi jurkam cagub doang ,netral
1728,1728,1728,salfok ma rambutnya om pram,netral
1729,1729,1729,tni tooopbener gak kawan,netral
1730,1730,1730,menang mas prammenang pak andikamenang bu risma,netral
1731,1731,1731,omon omon belaka,netral
1732,1732,1732,jika disuruh memilih antara sampah dan rido saya pilih sampahsalam perubahan jakarta,netral
1733,1733,1733,thanks bocor alus mari jangan pilih yang diendorsment oleh mulyono di jateng dan jakarta,positif
1734,1734,1734,dukung pramono anung  andhika perkasa untuk wilayah jakarta  jawa tengah,netral
1735,1735,1735,,netral
1736,1736,1736,rakyat diajari utk bodoh berpolitikpembodohan rakyat utk berkuasatetap andikamenyala,netral
1737,1737,1737,mantap jiwa raga,netral
1738,1738,1738,dari dulu bocor alus tentang pak jokowi terus iri y sama pak jokowi bocor alus ,netral
1739,1739,1739,2029 andika anis calon pilpres,netral
1740,1740,1740,1319 emang rk rada loba gaya linghas  banyak gerak susah diprediksi,netral
1741,1741,1741,ujungnya kalah lagidan teriak curang lagi ,netral
1742,1742,1742,dkj perang para mantan,netral
1743,1743,1743,mantan pak  lurah konoha udh di cuekin ketum partaimantan pak lurah konaha udh gak ada power lagi,netral
1744,1744,1744,di kotak merah ada tempe yg  enak dan segardi kotak kuning ada tempe yg digoreng kemarin sudah basi eh tpi sya gak ngarahin pilih kotak yg mana ya kami netral ,netral
1745,1745,1745,kalau nonton podcast politik  buat saya tetap tempo sumber yang terpercaya daripada  yang lain,netral
1746,1746,1746,jokowi harus dihentikan klo emang ingin menyongsong indonesia emascaranya mudah lawan calon2 yg di endorse jokowi,netral
1747,1747,1747,yang komen klo bocor alus tempo hanya omon2 dan tidak terbukti informasinya dia pasti buzzer,netral
1748,1748,1748,pdip mo menyediakan  panggung buat anies  2029 yakin klo liat yg lalu lalu sih th lah yaa,netral
1749,1749,1749,raja jawa sdh habis mari kita sebagai rakyat melek politik jangan sampai demokrasi infonesia di koyak oleh 1 keluarga raja jawa dan kroni,netral
1750,1750,1750,sign kiri belok kananwkkkkkkkkkkkkk,netral
1751,1751,1751,serasa baca novel politik tiap nonton bocor alus pembawaannya tidak membosankan,netral
1752,1752,1752,mulyono akan berhenti cawe2 kalau sudah di deketin malaikat jibril,netral
1753,1753,1753,bang pramsendal nya bwt saya aja lhkeren jg tuh sendalnya,netral
1754,1754,1754,media super brani dan terang benderang  slalu setia menunggu bocor alus,positif
1755,1755,1755,majalah tempo di gramedia kok gak ada ya,netral
1756,1756,1756,tes aja sesolid apa anak abah di pilkada ini pasti tumbang emil ama lutfi,netral
1757,1757,1757,pilkada seretak rakyat yang telah wajib jadi peserta pemilih jangan sampai dua kali terperosok dengan lobang yang sama pilihkah 2023  pemimpin yang amanah jangan pilih calon pemimpin yang menghina atau merendahkan rakyat juga pemimpin yang tidak korupsi serakah juga tidak  pembohong,netral
1758,1758,1758,ini klo jokowi pingin dua putaran artinya orang yg senang hamburkan anggaran dari rakyat ini pemborosan klo gini sangat jelek sifatnya  buat selalu biar lama konfliknya,netral
1759,1759,1759,memalukan,netral
1760,1760,1760,pemimpin yang netral dan  konsisten  semakin susah dapat,netral
1761,1761,1761,top,positif
1762,1762,1762,walau gua orang jkt gua tahu bgt dia dari kopasus  di sekolahin sampai ke luar negeri lulus dengan nilai terbaik  pernah jadi danpasmpres  dan penerangan tni  dan sangat dekat anumerta brigjen ricky samuel yg kita nggak sadari orang yang mengambil keputusan paling krusial saat menkes lama dalam penanganan covid 19 dengan satset nya bisa mengepush untuk itu gua rasa menilai andhika bisa menang inshaa allah atas izin allah yakin gua karena dari pengalaman nya masih bisa menggerakan secara masif untuk menang besar di sana semangat buat pak hendrar dan pak andhika,netral
1763,1763,1763,jakarta menyalajawa tengah perkasa,netral
1764,1764,1764,jateng perkasa jakarta menyala,netral
1765,1765,1765,senjata makan tuan that rights,netral
1766,1766,1766,musuh kita cuma 1 yaitu mulyono,netral
1767,1767,1767,ngeri,netral
1768,1768,1768,polisi di jaman jokowi sdh jd alat nya mulyono keterlaluan emang jokowi,netral
1769,1769,1769,ini pram atau praz ya  ,netral
1770,1770,1770,saya anak abah berdoa semoga pak andika pak pram bu airin pak edy menang,netral
1771,1771,1771,jokowi adalah petarung sejati walaupun sudah tidak punya kekuasaan tapi jokowi masih punya kekuatan camkan ini boss,netral
1772,1772,1772,saya mau tanya teman2 kenapa rk bisa memborong semua partai ada apa di balik semua ini,netral
1773,1773,1773,parcok demi aliran dana saja tega menembak sesama coklat,netral
1774,1774,1774,makin si mulyono pinokio cawe2 makin tenggelam pula cagub yg di dukungnya,netral
1775,1775,1775,ikut abah,netral
1776,1776,1776,tumbangkan antek mulyono,netral
1777,1777,1777,kalahkan mulyono biarkan prabowo independen,netral
1778,1778,1778,buat pdip  tolong anies jadikan kader anies org yg amanah takkan menghianati seperti mulyono ,netral
1779,1779,1779,benar sakit tu orang ,netral
1780,1780,1780,ada partai baru partai coklat,netral
1781,1781,1781,smoga semua jagoannya mulyono tumbang di pilkada kali inipramdoel menyalajateng perkasajatim bu risma,netral
1782,1782,1782,mantan adalah maut dan mawut  berantakankocar kacir  keren,netral
1783,1783,1783,gk nyangka 2 x pilpres milih mulyono klhatan lugu tp rakus kekuasaan bener kt cak nun mulyono jelmaan firaun,netral
1784,1784,1784,saya bingung dengan mulyono memaksa situsi untuk menjadikan anaknya wakil presiden dan mempersiapkan anaknya lagi jadi presiden 2029 gmn mau memaksakan situasi kualitas otak nya aja planga plongo mau pimpinan negara sebesar indonesia sangat2 memaksa situasi bahwa anies yg di tumbalkan hukum pun di trobosss,netral
1785,1785,1785,disini logistik  duit betul ya,netral
1786,1786,1786,yg di bali ga ada ngelirik sudah mulai mendatangkan semuanya kenbali,netral
1787,1787,1787,betul p prabowo sbagai presiden gak boleh cawe  itu jauh lebih bagus  siapapun yg jadi gubernur dan walikota semuanya akan jadi pembantu presiden  asal pak prabowo selalu merangkul gak pandang apa partainya  insya allah srmunya akan bareng ber sama presiden p prabowopun namanya akan tetap harum,netral
1788,1788,1788,fufufafa bahas terus geh bocor alus spy semakin terang benerang,netral
1789,1789,1789,keluarga mulyono memang gak tau maluuu,netral
1790,1790,1790,kenapa tdk menyinggung dharma kun ya boss,netral
1791,1791,1791,putaran ke dua pram  dul tidak perlu pake logistic karena relawan yg bergerak jangan takabur dan sombong krn punya banyak  logistik,netral
1792,1792,1792,emangnya gak boleh jokowi dan prabowo ikut maenwkwkkwkwkwkkok kesannya jadi seperti gak suka ya wkwkkwkwwk,netral
1793,1793,1793,knpa sih msh cawe2 jg,netral
1794,1794,1794,kak cica penjelasannya berkelas adem dan mudah dipahami udah cantik pintar pula,netral
1795,1795,1795,ayo anak abah pilih semua calon yang tidak didukung jokowi,netral
1796,1796,1796,si mulyono ini emang durjana,netral
1797,1797,1797,coba deh pejabat pejabat konoha tuh berenti nemuin keluarga oslo besar kepala keluarga oslo kalau di temuin mulu ,netral
1798,1798,1798,tumbangkan kimpet di semua provinsi ,netral
1799,1799,1799,itu rekam jejak merekakalau nanti presiden sudah berganti presiden ikut kampanye mereka tidak boleh proses,netral
1800,1800,1800,rame2 mendukung cagub jateng pak andikahendi salam kompak ,netral
1801,1801,1801,kata kuncinya solo,netral
1802,1802,1802,sowannya prabowo kpd jokomuulyono merendahkan marwah dan kepercayaan rakyat kpd prabowo sbg presiden pastipresiden koq sowan wekkkkkkkkkkkk wekkkkkkkkkkkk,netral
1803,1803,1803,pak prabowo jadilah pemimpin sejati value itu abadi dikenang sepanjang masa tapi mantan kemarin lebih memilih pragmatis dengan mengorbankan value si mantan bakal dikenang sbg perusak demokrasi hukum pelemah kpk tidak beretika bagi rakyat yg melek politik simantan sudah cacat value  dan itu akan disandang selamanya,netral
1804,1804,1804,3 menit pertama tdk ada pembicaraan atau pembahasan ttg cagub 02 kenapa,netral
1805,1805,1805,prabowo terpilih dengan cara mendobrak etika dan aturan jangan berharap mereka akan peduli etika dan aturan selama 5 tahun mengendalikan pemerintahan,netral
1806,1806,1806,saya masih percaya tempo  semoga para jurnalisnya sehat jasmani rohani dan diberkati karya karyanya,netral
1807,1807,1807,jauhkan indonesia dari rencana jokowi amiin,netral
1808,1808,1808,3 menit pertama tdk ada pembicaraan atau pembahasan ttg cagub 02 kenapa,netral
1809,1809,1809,jateng no 1 andika hendikabupaten tegal no 1 bima mujab,netral
1810,1810,1810,top bap sukses dan terus berkembang,positif
1811,1811,1811,pembahasan hari ini menyala sekali,netral
1812,1812,1812,dr orba sampai sekarang tempo tetep independen tak ada media yg se independen seperti tempo tetep istiqomah n bravo tempo,netral
1813,1813,1813,info pak hasto sudah 200milliar ke jakarta dari podcast bang akbar faizal,netral
1814,1814,1814,linghas itu seperti ayam yang mau ditangkap tapi dia tau dan lari kesana kemari sehingga ayam tersebut tidak lindek,netral
1815,1815,1815,hancurkan  hentikkan dinasti  antek jkw di pilkada dia sdg berusaha bangkit utk membangun jaringannya agar bs berkuasa kembali,netral
1816,1816,1816,3835 saya mendukung andika dan hendi,netral
1817,1817,1817,mulyono mau polah gimana dah males lihat kelakuannya dulu sih iya 9 th gw suka sekarang muak,netral
1818,1818,1818,sekelas mantan president jadi jurkam pilgub ,netral
1819,1819,1819,om bocor halus bahas donk medan,netral
1820,1820,1820,rakussssss,netral
1821,1821,1821,warga jateng lali lali jolali pilih rambo dan hendy tenggelamkan cambo preman jalanan mafia kasus bau2 kolonial mulyono yg berpihak naga2 menipu rakyat menjadikan penderitaan serta kesengsaraan se umur2 gara2 utang negara yg tambah berat,netral
1822,1822,1822,seru,netral
1823,1823,1823,mantan adalah maut lawan kelompok mulyono,netral
1824,1824,1824,kok prabowo kelihatan labil ya seperti tidak sadar posisinya saat ini sebagai presiden,netral
1825,1825,1825,semoga dengan melihat video dr tempo ini banyak orang yang kembali waras dalam menentukan pilihan di pilkadasalam damai,netral
1826,1826,1826,sengaja diatur sekarang supaya anaknya nyapres nanti dapat suara banyak pada propinsi yang didukung wiwi,netral
1827,1827,1827,aq hanya mendukung calon2 pemimpin yg di usung pdip pokoknya hrs ada pdip nya jika yg mengusung sang calon pemimpin tsb misalnya lbh dari 1 partai,netral
1828,1828,1828,ini podcast lebih mendiskreditkan jokowianeh aja jurnalis seperti ini,netral
1829,1829,1829,jendral dibodohin kopral itulah wowowowooooo,netral
1830,1830,1830,bocor ngarang ,netral
1831,1831,1831,kenapa kok seakan akan menyalahkan jokowi yini podkes apa toh,netral
1832,1832,1832,pokoke andika gak bisa ditawartawar lagi untuk gubernur jateng,netral
1833,1833,1833,andika hendy,netral
1834,1834,1834,emang manusia halublm aja bekerja sdh dsiap 2029,netral
1835,1835,1835,andika yes,netral
1836,1836,1836,mulyono ini sipil biasa sok amat ,netral
1837,1837,1837,kalo dki ama jateng mantan kalah prabowo merdeka bisa resufle kabinet desember 2025 ada harapan membaik tapi kalo mantan menang amsyong 2025 dst,netral
1838,1838,1838,mulyono rakus,netral
1839,1839,1839,anies percaya pdip ngasih panggung buat thn 2029 wkwkk pak jgn naif,netral
1840,1840,1840,jadikan pram  dul menang satu putaran,netral
1841,1841,1841,mulyono sebenarnya juga tau klu pram rano yg akan menang di jakartakarna sdh pasti pdip di 2029 nti tdk mungkin mendukung gibranmakanya mulyono mencari kekuatan ber gabung ke kim plustapi pertanyaanya apa kiradukungan mulyono ini masih efektiifkarna ibarat macan sdh macan opong karna terlalu rakus tulang apapun sdh di badokdan pram doel justru mendapat dukungan penuh dari juara dan ru ner up th 2017 ya itu anis dan ahokdan ter bukti di akhirini elektabilitas rksuswono  jeblok sementara pram doel meroket aku bukan mendahului kodrat tapi aku haqul yakin pramono rano yg keluar sbg juarasamakita tgu aha ya guys wasalam,netral
1842,1842,1842,gw awalnya pengen golput aja setelah pak anies ga bisa majutp setelah gw lihat mulyono si bapak dinasti itu mulai cawe2 lg kayaknya kita ga bisa diam lagiharus lawan lawan dan lawan padoel harus menang jakarta menyala,netral
1843,1843,1843,jangan pilih yg di endorse mulyono,netral
1844,1844,1844,hebatnya mulyono  ketum partai bisa diatur,netral
1845,1845,1845,calon gak pernah bagi bagi sembako jangan harap menang dimasa sulit ekonomi kek gini rakyat gak butuh program omong kosong kalo anda pemimpin buta ekonomi rakyat susah mana mungkin dipilih rakyat udah bosan janji janji kosong,netral
1846,1846,1846,calon yg hanya bergantung resiko akan jatuh lain calon yg berpijak akan kuat utk jakrta tetap pramono karno dan utk jateng andika hendi andika salah satu calon capres 2029   jkowi tdk ingin 2 tempat itu di menangkan calon yg tdk di dukung,netral
1847,1847,1847,andika for jateng,netral
1848,1848,1848,namanya juga politikus kalian aja yg jurnalis masih campur tangan di pilkada masa presiden dan mantan presiden ga boleh,netral
1849,1849,1849,ciee anak abah pada ngumpul nih seneng ya jadi cucu mak banteng ingat ya harus manut apa kata makjangan bilang perubahan lagi yakarena nasib sekarang di tangan mak ,netral
1850,1850,1850,kangker demokrasi,netral
1851,1851,1851,satu issue ttg pilkada yg intens dibahas utk tayangan tempo kali ini logistik bukti level demokrasi masyarakat indonesia ya baru segitu itu alih2 masalah program2 yg dibawa masing2 kontestan pilkadamiris ,netral
1852,1852,1852,dari era pa harto sampai pa sbyga ada yg ikut campur tangan di pilkadabaru ini mulyono yg ikut campur tangan mw ny apa ch mulyino ini,netral
1853,1853,1853,memang betul jangan pilih yg didukung mulyono orang rakus tamak serakah sdh menjabat 10 th sbg presiden masih ingin berkuasa melalui keluarganya mentang2 dpt dukubgan kok jadi amat sonbong  kubur dalam2 ambisinya,netral
1854,1854,1854,rusak polisi indo tak ada yg berani reformasi polisi selain gusdur,netral
1855,1855,1855,nderek pusat lurra urus dapuranmu,netral
1856,1856,1856,terimakasih bocor alus tempo mulyono serakah kita tenggelamkan,netral
1857,1857,1857,thanks,positif
1858,1858,1858,pada sadar gak si yang di dukung jokowi selalu menang  jika kalah sekali mah biasa  kaum gak pernah menang pasti jadi kaum pembenci  cari makan y juga ngomongin jowoki mulu  jokowi itu pembawa berkah buat kaum pembenci sama kaum pembela  semua y bicara tentang jokowi,netral
1859,1859,1859,berharap besar pramono anung  bang doel memenangkan pertandingan pilkada 1 putaran di jakarta dan jendral andika perkasa menang tebal di jawa tengah ,netral
1860,1860,1860,asal bukan yang di dukung jokowi,netral
1861,1861,1861,keren imajinasinya,netral
1862,1862,1862,sok tau kalian,netral
1863,1863,1863,liat tempo jadi adem,netral
1864,1864,1864,mantap  pokoke ga pilih yang didukung mantan,netral
1865,1865,1865,hanyo kembalikan indonesia ke demokrasi sebenarnya bukan pemimpin endors presiden  baik menantunya agar tidak kembali ke zaman orde baru,netral
1866,1866,1866,tetap pantau pola politik mulyono apa yang dikatakan itu sering bukan yang dituju  bagaimanapun juga keluarga pramono adalah bagian dari oligarkhi ingat  dhito pramono  yang dulu jadi calon tunggal di kedirimulyono sadar jika keterlibatannya di jakarta akan justru menggerus suara rk dan itulah cara mengikat pramono,netral
1867,1867,1867,partai coklat ,netral
1868,1868,1868,kemungkinan rk diganjarin sama jk krna jk bisa mengurangi suara rk di jakarta,netral
1869,1869,1869,rungkad jok ,netral
1870,1870,1870,domisiliku di jateng aku tetap memilih pk andika pk hendi jateng tetap menyala ,netral
1871,1871,1871,benar kata pak anis mulyono musuh bersama,netral
1872,1872,1872,media yg tidak suka sm pak jokowi,netral
1873,1873,1873,slalu informasi yang diterima informatif yang ga suka politik dibuat asyik,netral
1874,1874,1874,tidak usah takut pak prampasti menangsekarang orangnya tidak berguna serang,netral
1875,1875,1875,saya berharap di jateng yang menang adalah andika cuma jujur efeck jokowi sepertinya sangat berbahaya dsana semoga andika menang agar tidak muncul lagi perusak konstitusi ,netral
1876,1876,1876,semoga pak andika terpilih sebagai gubernur jateng dan mas pram sebagai gubernur dki,netral
1877,1877,1877,pak prabowo mohon jgn seperti jokowi jgn cawe2 bapak pokus ngurus rakyat miskin yg kelaparan cerdaskan rakyat pak biar bapak dikenang sebagai bapak bangsa yg pro rakyat miskin dan adil pada rakyat,netral
1878,1878,1878,apa perlu parcok dibubarkan,netral
1879,1879,1879,siapa sih intelektualnya di belakang mulyono dan pdi  tolong di cek,netral
1880,1880,1880,tumbangkan semua orangorangan mulyono  jakarta  pramono  ranojateng  andika  hendijatim  risma gus hansbali  koster  girisumut  edy  hasan basri,netral
1881,1881,1881,tgl 27 nyo kite rame rame ke tps pilih pak pram dan bang doel,netral
1882,1882,1882,tempo suka banget ngebahas jokowi melulu padahal uda gak jadi presiden kayak gak ada berita yg lain ya nyinyir terus,netral
1883,1883,1883,saya dan warga lainnya pendukung anies dijakarta akan memulangkan rk ke jawa barat mesin politik kami dari mulai tingkat rt dan rw sudah merapatkan barisan untuk membuat suara pramdoel jackpot ditgl 27 november besok jakarta menyala abangku,netral
1884,1884,1884,semakin di bahas semakin moncer mulyono ,netral
1885,1885,1885, tempojateng  andika  hendi jakarta  pramono  rano jatim  risma  gus hans sumut  edy rahmayadi  h basri              ,netral
1886,1886,1886,demak andika hendi,netral
1887,1887,1887,pak anies  oh  capres yang ditinggalkabur capresnya sendiri saat pilpres lalu  saya teringat kembali dagelan lucu itu,netral
1888,1888,1888,jokowi klu udah di penjara negara ini aman dari cawe cawe dinasti negara baru bisa berdemokrasi,netral
1889,1889,1889,selama bisa memihak kenapa tidak tempo pun boleh memihak bravo tempo,netral
1890,1890,1890,pram di jakarta udh mulai aman nih di jateng pertempuran masih sengit,netral
1891,1891,1891,demi apa sampe cawe2,netral
1892,1892,1892,entah kenapa tadi pagi sy mimpi rano karno dan adik perempuannya wajah mereka begitu segar apakah ini artinya rano karno dan pramono akan menang di jakarta,netral
1893,1893,1893,parcok itu siapa sihhbantu jawab donk,netral
1894,1894,1894,pengamat abal abal,netral
1895,1895,1895,oi pak gak ada bahas yg lain apa masih lama bro 2029malu aku  bocor halusnih makin lama bocor besarnanti ganti ban dalam baru gak ada bocor halusuuuuuuuuuuuuuuuu,netral
1896,1896,1896,intinya jgn beri kesempatan mulyono menjadi lebih kuat ayo semua yg ingin tegakan demokrasi pilihlah yg terbaik,netral
1897,1897,1897,bocor alus akurat,netral
1898,1898,1898,parcok ini bahaya juga ya untuk demokrasiparah,netral
1899,1899,1899,rakyat jgn mau milih yg didukung pengkhianat pembohong dan rakus jabatan,netral
1900,1900,1900,takutnya kecurangan terus terjadi dan jgn jgn mau bikin kkn dan dinasti keluwarga,netral
1901,1901,1901,bahaya kl pas penjoblosan tni kl ga ikut ngawasi hasi koyok sama sama ngawal,netral
1902,1902,1902,semoga sumut edy win,positif
1903,1903,1903,mulyono keliatan sekali takut sama anies,netral
1904,1904,1904,saya ketawa terpingkal pingkal kalo danger  fufufafa bertarung nyapres di 2029apa kita sebagai bangsa sudah begitu aduhh mau ngomong nggak tega,netral
1905,1905,1905,cape juga ya liat politik begini mending klo rakyat mkin sejahtera yg ada dinaikin mulu pajaknya,netral
1906,1906,1906,jateng rambo perkasa kalahkan sambo ,netral
1907,1907,1907,wow ternyata bu mega gak marah dianggap anak buahnya sbg faktor pengurang gak mungkin anak buah mulyono berani ngomong gitu ke junjungannya,positif
1908,1908,1908,super jahat ya si mulyono ckckckck,positif
1909,1909,1909,sy klo denger mulyono ko jdi jijik ya,netral
1910,1910,1910,jakarta menyala ,netral
1911,1911,1911,2029 tetep gemoy yg terbaik bosqu,netral
1912,1912,1912,saya orang jateng tidak mungkin memilih yang didukung drakula faham nggih ,netral
1913,1913,1913,partai coklat itu siapa ya,netral
1914,1914,1914,gila ya manusia jokowi ini,netral
1915,1915,1915,ayo jangan pilih kepala daerah yang didukung oleh pak jokowi,netral
1916,1916,1916,selamatkan bangsa ini dari cengkraman sang bathara kala  beserta lingkarannya yg rakus  tamak halalkan segala cara demi kekuasaanya alloh ya rabbi semoga seluruh indonesia paham bgmn jokowimemang gila kekuasaan inginnya semua kerabat  anak cucunya harus jadi penguasa di podcast akbar faizal unsensored jelas dikatakan oleh pak hasto bahwa jokowi sebagai otak yg lakukan kriminalisasi ke anies basweldan soal formula e  pramono anung akan disikat di pilkadawalahhh nggak ada habisnya kalau ditulis memang jahat sekali dia,netral
1917,1917,1917,akibat presiden gak punya keterampilan begini lah  tambah lagi pemuja nya sama aja,netral
1918,1918,1918,abah,netral
1919,1919,1919,kalahkan yg didukung mulyono jokowi,netral
1920,1920,1920,udah gk percaya sma visi misi capres sma cagubsetuju sma stefanus pramono,netral
1921,1921,1921,sangat disayangkan bakal rakya memberi kesan negatif pada prabowo jika prabowo mengikuti keinginan jokowi dalam hal cawe2 pada pilkada,netral
1922,1922,1922,emg gila ya itung2an orang politik pramono yang awalnya dianggap bunuh diri pdip malah sekarang unggul cuma dalam waktu beberapa bulan,netral
1923,1923,1923,yang jakarta harus pilih pram dulyang jateng harus pilih andika hendi gaspooollll ,netral
1924,1924,1924,dimanapun daerah siapun calon yg didukung mulyono wajib kita tenggelamkan,netral
1925,1925,1925,smoga di jakarta yang jadi pramono dan si doel di jateng yang jadi andika hendi,netral
1926,1926,1926,rk hrs menang untuk mengamankan izin  psn yg sdh ditanda tanganinya kalau tidak dia akan diganyang oleh oligarki,netral
1927,1927,1927,aku dukung pak andhika,netral
1928,1928,1928,sebenarnya mulyono mengejar jateng daripada yang lain,netral
1929,1929,1929,jurnalis adalah orang yang menyampaikan berita apa adanyatanpa disertai nyinyiran kalau disertai nyinyiran pasti beritanya tidak obyektifsalam tanpa kemunafikan,netral
1930,1930,1930,podcas konyol,netral
1931,1931,1931,kok masih pd nurut sama jkw ya,netral
1932,1932,1932,bener kata rg bahkan di do pun dia tdk pantas,netral
1933,1933,1933,yang gue suka jokowi  mega sama menjadi faktor pengurang ,netral
1934,1934,1934,sepakat jangan pilih yang didukung sang mantan,netral
1935,1935,1935,jakarta menyalapramdoel pilihan kita semua ,netral
1936,1936,1936,rk ga ngaruh mau menang atau kalah nyagub yg penting abah ga maju semisal kalau kalah masi ada opsi jadi mentri ntr kalau ada reshafel kebinet merah putih,netral
1937,1937,1937,ayolah masyarakat indo tunjukkan bahwa harga diri bukan dibeli dan bisa dibajak dengan beras dan mie kardus kalo tidak suka jgn milih dari pada harus memilih demi bansos ,netral
1938,1938,1938,musuh dari musuhmu adalah teman,netral
1939,1939,1939,jakarta gk butu jokowi,netral
1940,1940,1940,jadilah orang yang kritis jangan disertai nyinyiran,netral
1941,1941,1941,pilkada dipolitisasi pupuk dipolitisasi bpjs dipolitisasi politik murahan ,netral
1942,1942,1942,sehat2 kalian ber4diajuhkan dr tangan2 iblis yg ga suka kalian menyiarkan ilmu politik bagi rakyatamin,netral
1943,1943,1943,tumbangkan calon yang didukung jokowi,netral
1944,1944,1944,di tempat sy relawan pak rambo kok kurang greget apa blm bergerak  wong tinggal 3 hari seperti malu malu mbok yo yg saset biar pendukung sprti sy ini mantap,netral
1945,1945,1945,strategi pdip dirubah 180drajat dibanding wkt pilpres,netral
1946,1946,1946,kekuasaan itu nyandu kayaknya,netral
1947,1947,1947,menit 2858 serem amat suaranya creepy,negatif
1948,1948,1948,cica abis kondangan kahhh cakep benerrrr,netral
1949,1949,1949,walaupun anis lbh mudh beri ijin tumh ibadahttp aj ada org di luar islam pndukung yonobilg anis tdk becus ngurus jkttrlalu,netral
1950,1950,1950,mulyono memalukan ambisi kuasanya lupa daratan,netral
1951,1951,1951,uang memang mengalahkan segalanyaorang pintar aja jadi pada bocor otaknya,netral
1952,1952,1952,kenapa sih jokowi kok tamak bangtyo gantian biar orang lain yg jd pemimpinsama2 anak bangsa kok,netral
1953,1953,1953,pak anies dijegal jo kowi wowo mega dan ketua partai semua partai  rakyat lawan begal demokrasi dan hukum,netral
1954,1954,1954,tenggelamkan calon2 yg jd boneka mulyono jateng jkt dan bali,netral
1955,1955,1955,jgn pilih calon yg d dukung mulyono n kim plus yg cawe trus haus kekuasaan ayo jakarta m3nyala jateng perkasa ,netral
1956,1956,1956,sy dan kluarga  warga jateng mantap pilih pak andika,netral
1957,1957,1957,menang karna bansos wkwkwkkkw mulyono 2x saya pilih dia saya kira negarawan ternyata haus kekuasaan juga dasar pinokio,netral
1958,1958,1958,jokowi dan megawati mungkin dianggap public anemyjadi kehadiran nya akan jadi pengurang elektabilitas cagub,netral
1959,1959,1959,ini statement mereka bener gakkarena tempo dr dulu suka banget bikin opini yang membagongkan,netral
1960,1960,1960,mulyontots,netral
1961,1961,1961,semoga pak lutfi menang di jateng,netral
1962,1962,1962,rk itu linghas makanya pilihlah pramono,netral
1963,1963,1963,semoga pakrk menang,netral
1964,1964,1964,eef,netral
